year,week,outbreak_starting_date,reporting_date,state,district,status,cases,deaths,note,disease,is_respiratory,location_corrected
2023,13,2023-03-13,,kerala,palakkad,reported late,12,0,,chickenpox,False,False
2023,13,2023-02-06,,maharashtra,raigad,reported late,20,1,,leishmaniasis,False,False
2023,13,2023-01-19,,maharashtra,pune,reported late,8,0,,measles,False,False
2023,13,2023-01-19,,maharashtra,pune,reported late,5,0,,measles,False,False
2023,13,2023-03-15,,odisha,ganjam,reported late,18,0,,chickenpox,False,False
2023,13,2023-03-04,,odisha,ganjam,reported late,20,0,,chickenpox,False,False
2023,13,2023-03-26,2023-03-28,west bengal,south 24 paraganas,reported in same week,50,0,,acute diarrheal disease,False,False
2023,13,2023-03-26,2023-03-26,west bengal,hooghly,reported in same week,57,0,,acute diarrheal disease,False,False
2023,12,2023-03-18,2023-03-24,andhra pradesh,ntr,reported in same week,22,0,,acute diarrheal disease,False,False
2023,12,2023-03-13,,andhra pradesh,srikakulam,reported late,37,0,,food poisoning,False,False
2023,12,2023-02-24,,chhattisgarh,jangir,reported late,15,0,,chickenpox,False,False
2023,12,2023-03-24,2023-03-25,haryana,sonipat,reported in same week,63,0,,food poisoning,False,False
2023,12,2023-03-22,2023-03-22,jharkhand,hazaribagh,reported in same week,16,0,,fever with rash,False,False
2023,12,2023-03-16,,jharkhand,east singhbhum,reported late,36,0,,chickenpox,False,False
2023,12,2023-03-20,2023-03-21,karnataka,bagalkote,reported in same week,10,0,,chickenpox,False,False
2023,12,2023-03-20,2023-03-21,karnataka,mandya,reported in same week,8,0,,fever with rash,False,False
2023,12,2023-03-18,2023-03-23,karnataka,yadgir,reported in same week,18,0,,acute diarrheal disease,False,False
2023,12,2023-02-06,,karnataka,vijayapura,reported late,25,0,,chickenpox,False,False
2023,12,2023-03-25,2023-03-25,kerala,kollam,reported in same week,23,0,,food poisoning,False,False
2023,12,2023-03-21,2023-03-22,kerala,ernakulam,reported in same week,23,0,,food poisoning,False,False
2023,12,2023-03-16,,kerala,malappuram,reported late,32,0,,typhoid,False,False
2023,12,2023-03-15,,meghalaya,east jaintia hills,reported late,1,1,,human rabies,False,False
2023,12,2023-03-02,2023-03-23,meghalaya,west garo hills,reported in same week,1,1,,human rabies,False,False
2023,12,2023-03-18,2023-04-03,odisha,koraput,reported in same week,30,0,,fever with rash,False,False
2023,12,2023-03-10,,odisha,subarnapur,reported late,12,0,,chickenpox,False,False
2023,12,2023-03-25,2023-03-25,west bengal,south 24 paraganas,reported in same week,88,0,,food poisoning,False,False
2023,12,2023-03-20,2023-03-21,west bengal,south 24 paraganas,reported in same week,120,0,,food poisoning,False,False
2023,11,2023-03-02,,arunachal pradesh,anjaw,reported late,64,0,,pyrexia of unknown andigin (puo),False,False
2023,11,2023-02-25,,bihar,sheohar,reported late,15,0,,fever with rash,False,False
2023,11,2023-03-14,2023-03-15,chhattisgarh,dhamatari,reported in same week,14,0,,chickenpox,False,False
2023,11,2023-03-13,2023-03-15,chhattisgarh,dhamatari,reported in same week,11,0,,acute diarrheal disease,False,False
2023,11,2023-03-17,2023-03-18,jharkhand,deogarh,reported in same week,18,0,,acute diarrheal disease,False,False
2023,11,2023-03-14,2023-03-17,jharkhand,chatra,reported in same week,12,0,,chickenpox,False,False
2023,11,2023-03-17,2023-03-18,karnataka,mandya,reported in same week,126,0,,food poisoning,False,False
2023,11,2023-03-13,2023-03-13,karnataka,davangere,reported in same week,1,1,,human rabies,False,False
2023,11,2023-03-10,2023-03-13,karnataka,koppal,reported in same week,1,1,,human rabies,False,False
2023,11,2023-03-14,2023-03-17,kerala,malappuram,reported in same week,28,0,,hepatitis a,False,False
2023,11,2023-03-04,,kerala,kollam,reported late,23,0,,food poisoning,False,False
2023,11,2023-02-12,,kerala,kannur,reported late,12,0,,measles,False,False
2023,11,2023-03-04,,madhya pradesh,gwalior,reported late,10,0,,measles,False,False
2023,11,2023-03-18,2023-03-18,odisha,balangir,reported in same week,24,0,,food poisoning,False,False
2023,11,2023-02-12,,odisha,rayagada,reported late,12,0,,fever with rash,False,False
2023,11,2023-02-20,,tamil nadu,tenkasi,reported late,23,0,,dengue and leptospirosis,False,False
2023,11,2023-03-07,,uttarakhand,rudraprayag,reported late,18,0,,typhoid,False,False
2023,11,2023-03-20,2023-03-21,west bengal,south 24 paraganas,reported in same week,120,0,,food poisoning,False,False
2023,10,2023-02-19,2023-02-19,gujarat,jamnagar,reported in same week,44,0,,food poisoning,False,False
2023,10,2023-03-06,2023-03-06,jharkhand,chatra,reported in same week,13,0,,fever with rash,False,False
2023,10,2023-03-01,,karnataka,koppal,reported late,1,1,,human rabies,False,False
2023,10,2023-02-20,2023-02-20,kerala,kottayam,reported in same week,1,0,,monkey pox,False,False
2023,10,2023-01-30,,kerala,kannur,reported in same week,40,0,,food poisoning,False,False
2023,10,2023-01-26,,kerala,thrissur,reported in same week,30,0,,acute diarrheal disease,False,False
2023,10,2023-02-26,2023-02-26,madhya pradesh,khargone,reported in same week,46,0,,acute diarrheal disease,False,False
2023,10,2023-02-19,2023-02-19,maharashtra,osmanabad,reported in same week,13,0,,food poisoning,False,False
2023,10,2023-02-28,,meghalaya,east khasi hills,reported late,1,1,,human rabies,False,False
2023,10,2023-02-23,2023-02-23,odisha,bargarh,reported in same week,14,0,,food poisoning,False,False
2023,10,2023-02-21,2023-02-21,telangana,narayanpet,reported in same week,64,0,,acute diarrheal disease,False,False
2023,10,2023-03-11,2023-03-11,west bengal,paschim medinipur,reported in same week,97,0,,food poisoning,False,False
2023,10,2022-12-29,,west bengal,uttar dinajpur,reported late,21,0,,fever with rash,False,False
2023,10,2022-12-19,,west bengal,uttar dinajpur,reported late,64,0,,measles,False,False
2023,9,2023-03-02,2023-03-02,gujarat,mahesana,reported in same week,56,0,,acute diarrheal disease,False,False
2023,9,2023-02-02,2023-02-02,gujarat,mahesana,reported in same week,249,0,,acute diarrheal disease,False,False
2023,9,2023-01-31,2023-01-31,himachal pradesh,kangra,reported in same week,112,0,,acute diarrheal disease,False,False
2023,9,2023-01-23,2023-01-23,karnataka,davangere,reported in same week,13,0,,chickenpox,False,False
2023,9,2023-01-21,2023-01-21,karnataka,chikkamagaluru,reported in same week,1,0,,kyasanur fandest disease,False,False
2023,9,2023-02-23,,kerala,palakkad,reported late,23,0,,food poisoning,False,False
2023,9,2023-02-19,,kerala,kottayam,reported late,75,0,,adenovirus,False,False
2023,9,2023-02-18,,kerala,ernakulam,reported late,581,0,,adenovirus,False,False
2023,9,2023-01-29,,kerala,palakkad,reported late,10,0,,chickenpox,False,False
2023,9,2023-02-18,,madhya pradesh,raisen,reported late,14,0,,chickenpox,False,False
2023,9,2023-01-30,2023-01-30,maharashtra,latur,reported in same week,7,0,,measles,False,False
2023,9,2023-02-21,,odisha,rayagada,reported late,11,0,,acute diarrheal disease,False,False
2023,9,2023-02-10,2023-02-10,odisha,deogarh,reported in same week,28,0,,chickenpox,False,False
2023,9,2023-01-31,2023-01-31,odisha,bargarh,reported in same week,31,0,,food poisoning,False,False
2023,9,2023-01-31,2023-01-31,puducherry,karaikal,reported in same week,15,0,,food poisoning,False,False
2023,8,2023-02-07,,assam,lakhimpur,reported late,28,0,,acute diarrheal disease,False,False
2023,8,2023-01-09,2023-01-09,assam,charaideo,reported in same week,31,0,,acute diarrheal disease,False,False
2023,8,2023-01-31,,bihar,patna,reported late,17,0,,measles,False,False
2023,8,2023-01-23,2023-01-23,bihar,nalanda,reported in same week,12,0,,chickenpox,False,False
2023,8,2023-01-23,2023-01-23,chhattisgarh,jangir,reported in same week,11,0,,chickenpox,False,False
2023,8,2023-02-08,,jharkhand,jamtara,reported late,5,0,,measles and rubella,False,False
2023,8,2023-03-04,2023-03-05,karnataka,vijayanagar,reported in same week,1,1,,human rabies,False,False
2023,8,2023-02-16,,karnataka,raichur,reported late,42,0,,chikungunya,False,False
2023,8,2023-02-06,,karnataka,dakshina kannada,reported late,254,0,,acute diarrheal disease,False,False
2023,8,2023-02-06,,karnataka,hassan,reported late,19,0,,chickenpox,False,False
2023,8,2023-02-01,,karnataka,dakshina kannada,reported late,1,1,,leishmaniasis,False,False
2023,8,2023-03-09,2023-03-10,kerala,pathanamthitta,reported in same week,29,0,,food poisoning,False,False
2023,8,2023-01-21,,kerala,malappuram,reported late,20,0,,acute diarrheal disease,False,False
2023,8,2023-01-16,2023-01-16,kerala,ernakulam,reported in same week,106,0,,food poisoning,False,False
2023,8,2023-01-06,2023-01-06,kerala,malappuram,reported in same week,1,0,,monkey pox,False,False
2023,8,2023-01-20,,madhya pradesh,shivpuri,reported late,111,0,,food poisoning,False,False
2023,8,2023-02-09,,maharashtra,pune,reported late,49,0,,acute diarrheal disease,False,False
2023,8,2023-01-13,2023-01-13,maharashtra,nanded,reported in same week,3,0,,measles,False,False
2023,8,2023-01-27,2023-01-27,odisha,deogarh,reported in same week,20,0,,acute diarrheal disease,False,False
2023,8,2023-01-02,2023-01-02,odisha,bargarh,reported in same week,34,0,,acute diarrheal disease,False,False
2023,8,2023-02-10,,tamil nadu,erode,reported late,102,0,,food poisoning,False,False
2023,8,2023-02-06,,uttar pradesh,pratapgarh,reported late,6,0,,fever with rash,False,False
2023,8,2023-02-06,,uttar pradesh,pratapgarh,reported late,5,0,,fever with rash,False,False
2023,7,2023-03-07,2023-03-08,assam,barpeta,reported in same week,22,0,,acute diarrheal disease,False,False
2023,7,2023-02-16,2023-02-17,assam,sonitpur,reported in same week,20,0,,chickenpox,False,False
2023,7,2023-02-07,,bihar,katihar,reported late,145,0,,food poisoning,False,False
2023,7,2023-02-28,2023-03-01,chhattisgarh,durg,reported in same week,31,0,,fever with rash,False,False
2023,7,2023-02-09,,chhattisgarh,kanker,reported late,167,0,,acute diarrheal disease,False,False
2023,7,2023-02-20,2023-02-21,gujarat,navsari,reported in same week,18,0,,food poisoning,False,False
2023,7,2023-01-16,,jammu and kashmir,anantnag,reported late,44,0,,hepatitis a,False,False
2023,7,2023-03-05,2023-03-06,jharkhand,chatra,reported in same week,22,0,,acute diarrheal disease,False,False
2023,7,2023-02-21,2023-02-22,karnataka,yadgir,reported in same week,13,0,,chikungunya,False,False
2023,7,2023-02-16,2023-02-17,karnataka,hassan,reported in same week,16,0,,food poisoning,False,False
2023,7,2023-02-09,,karnataka,hassan,reported late,60,0,,measles and rubella,False,False
2023,7,2023-02-09,,kerala,kannur,reported late,238,0,,food poisoning,False,False
2023,7,2023-02-04,,kerala,malappuram,reported late,1,0,,cutaneous leishmaniasis,False,False
2023,7,2023-01-17,,kerala,wayanad,reported late,43,0,,acute diarrheal disease,False,False
2023,7,2023-02-23,2023-02-24,madhya pradesh,betul,reported in same week,31,0,,acute diarrheal disease,False,False
2023,7,2023-02-02,,maharashtra,sholapur,reported late,66,0,,food poisoning,False,False
2023,7,2023-02-17,2023-02-18,odisha,balasore,reported in same week,12,1,,japanese encephalitis,False,False
2023,7,2023-01-17,,odisha,jajpur,reported late,19,0,,hepatitis a,False,False
2023,7,2023-03-01,2023-03-02,tamil nadu,salem,reported in same week,13,0,,chickenpox,False,False
2023,7,2023-02-13,2023-02-14,uttar pradesh,mirzapur,reported in same week,21,2,,food poisoning,False,False
2023,6,2023-02-08,2023-02-09,assam,marigaon,reported in same week,1,0,,leishmaniasis,False,False
2023,6,2023-01-10,2023-01-11,chhattisgarh,sakti,reported in same week,12,0,,chickenpox,False,False
2023,6,2023-02-10,2023-02-11,gujarat,junagadh,reported in same week,32,0,,food poisoning,False,False
2023,6,2023-02-07,2023-02-08,jharkhand,dhumka,reported in same week,3,0,,chickenpox,False,False
2023,6,2023-02-08,2023-02-09,karnataka,dakshina kannada,reported in same week,34,0,,acute diarrheal disease,False,False
2023,6,2023-02-08,2023-02-09,karnataka,bengaluru urban,reported in same week,29,0,,chickenpox,False,False
2023,6,2023-02-06,2023-02-07,karnataka,dakshina kannada,reported in same week,254,0,,food poisoning,False,False
2023,6,2023-02-06,2023-02-07,karnataka,bellary,reported in same week,1,1,,human rabies,False,False
2023,6,2023-02-05,2023-02-06,karnataka,belagavi,reported in same week,25,0,,food poisoning,False,False
2023,6,2023-01-23,2023-01-24,karnataka,tumakuru,reported in same week,20,0,,dengue and chikungunya,False,False
2023,6,2023-01-20,2023-01-21,karnataka,udupi,reported in same week,30,0,,food poisoning,False,False
2023,6,2023-01-16,2023-01-17,karnataka,shivamogga,reported in same week,178,0,,acute diarrheal disease,False,False
2023,6,2023-01-27,2023-01-28,kerala,kollam,reported in same week,23,0,,food poisoning,False,False
2023,6,2023-01-18,2023-01-19,kerala,kannur,reported in same week,60,0,,food poisoning,False,False
2023,6,2023-01-13,,kerala,kozhikode,reported late,0,0,,acute diarrheal disease,False,False
2023,6,2023-01-12,2023-01-13,kerala,kottayam,reported in same week,14,0,,food poisoning,False,False
2023,6,2023-01-07,2023-01-08,kerala,ernakulam,reported in same week,11,0,,food poisoning,False,False
2023,6,2023-01-07,,kerala,ernakulam,reported late,17,0,,acute diarrheal disease,False,False
2023,6,2023-01-12,2023-01-13,maharashtra,nanded,reported in same week,3,0,,measles,False,False
2023,6,2023-01-08,,meghalaya,west khasi hills,reported late,1,0,,rubella,False,False
2023,6,2023-02-06,2023-02-07,odisha,angul,reported in same week,27,0,,food poisoning,False,False
2023,6,2023-01-27,2023-01-28,tamil nadu,tiruchirappalli,reported in same week,6,0,,cholera,False,False
2023,5,2023-01-12,2023-01-13,chhattisgarh,jangir,reported in same week,48,0,,chickenpox,False,False
2023,5,2023-01-09,2023-01-11,chhattisgarh,sakti,reported in same week,15,0,,chickenpox,False,False
2023,5,2023-01-09,2023-01-10,chhattisgarh,balod,reported in same week,89,0,,chickenpox,False,False
2023,5,2023-02-22,2023-02-25,jammu and kashmir,badgam,reported in same week,8,0,,jaundice,False,False
2023,5,2023-02-20,2023-02-23,jammu and kashmir,badgam,reported in same week,9,0,,hepatitis a,False,False
2023,5,2023-02-11,2023-02-13,jharkhand,khunti,reported in same week,17,0,,chickenpox,False,False
2023,5,2023-03-08,2023-03-10,karnataka,mandya,reported in same week,33,0,,acute diarrheal disease,False,False
2023,5,2023-03-05,2023-03-07,karnataka,chikkamagaluru,reported in same week,1,1,,human rabies,False,False
2023,5,2023-02-21,2023-02-23,karnataka,bagalkote,reported in same week,10,0,,chickenpox,False,False
2023,5,2023-02-11,2023-02-13,karnataka,kodagu,reported in same week,1,1,,diphtheria,False,False
2023,5,2023-02-04,2023-02-06,karnataka,udupi,reported in same week,12,0,,acute diarrheal disease,False,False
2023,5,2023-01-28,2023-01-30,karnataka,davangere,reported in same week,12,0,,food poisoning,False,False
2023,5,2023-01-15,,karnataka,bengaluru rural,reported late,24,0,,chickenpox,False,False
2023,5,2023-01-04,2023-01-05,karnataka,koppal,reported in same week,1,1,,animal bite - dog bite,False,False
2023,5,2023-03-08,2023-03-10,kerala,kannur,reported in same week,35,0,,food poisoning,False,False
2023,5,2023-02-27,2023-03-02,kerala,palakkad,reported in same week,22,0,,chickenpox,False,False
2023,5,2023-02-24,2023-02-27,kerala,kannur,reported in same week,182,0,,food poisoning,False,False
2023,5,2023-02-08,2023-02-11,kerala,kollam,reported in same week,20,0,,food poisoning,False,False
2023,5,2023-02-08,2023-02-10,kerala,kannur,reported in same week,131,0,,food poisoning,False,False
2023,5,2023-01-15,2023-01-17,kerala,kannur,reported in same week,78,0,,food poisoning,False,False
2023,5,2023-01-07,2023-01-09,kerala,pathanamthitta,reported in same week,32,0,,food poisoning,False,False
2023,5,2023-01-05,2023-01-06,kerala,wayanad,reported in same week,16,0,,measles,False,False
2023,5,2022-11-15,,kerala,malappuram,reported late,2,0,,cutaneous leishmaniasis,False,False
2023,5,2023-01-13,,maharashtra,ahmednagar,reported late,2,1,,dengue,False,False
2023,5,2022-12-31,2023-01-02,maharashtra,akola,reported in same week,88,0,,food poisoning,False,False
2023,5,2023-02-25,2023-02-27,odisha,cuttack,reported in same week,12,0,,food poisoning,False,False
2023,5,2023-01-25,2023-01-27,rajasthan,dausa,reported in same week,103,0,,food poisoning,False,False
2023,5,2023-02-25,2023-02-27,tamil nadu,tiruvannamalai,reported in same week,40,0,,chickenpox,False,False
2023,5,2023-01-05,2023-01-06,tamil nadu,pudukkottai,reported in same week,122,0,,acute diarrheal disease,False,False
2023,5,2023-01-04,2023-01-05,tamil nadu,pudukkottai,reported in same week,9,0,,leishmaniasis,False,False
2023,5,2023-01-04,2023-01-05,uttar pradesh,fatehpur,reported in same week,11,0,,measles,False,False
2023,4,2022-12-17,,gujarat,gir somnath,reported late,5,0,,measles,False,False
2023,4,2023-02-03,2023-02-07,karnataka,hassan,reported in same week,29,0,,chickenpox,False,False
2023,4,2023-02-02,2023-02-06,karnataka,bidar,reported in same week,1,1,,human rabies,False,False
2023,4,2023-01-21,2023-01-25,karnataka,tumakuru,reported in same week,16,0,,pyrexia of unknown andigin (puo),False,False
2023,4,2023-01-20,2023-01-24,karnataka,tumakuru,reported in same week,25,0,,pyrexia of unknown andigin (puo),False,False
2023,4,2023-01-20,2023-01-23,karnataka,tumakuru,reported in same week,33,0,,pyrexia of unknown andigin (puo),False,False
2023,4,2023-01-16,2023-01-20,karnataka,tumakuru,reported in same week,15,0,,chikungunya,False,False
2023,4,2023-01-16,2023-01-19,kerala,kannur,reported in same week,44,0,,food poisoning,False,False
2023,4,2023-01-13,2023-01-16,kerala,kozhikode,reported in same week,326,0,,acute diarrheal disease,False,False
2023,4,2023-01-08,2023-01-11,kerala,kannur,reported in same week,128,0,,food poisoning,False,False
2023,4,2023-01-08,2023-01-11,kerala,kottayam,reported in same week,30,0,,food poisoning,False,False
2023,4,2022-11-17,,kerala,kannur,reported late,12,0,,hepatitis a,False,False
2023,4,2023-01-27,2023-01-31,maharashtra,sangli,reported in same week,34,0,,food poisoning,False,False
2023,3,2023-01-03,,assam,lakhimpur,reported late,12,0,,chickenpox and measles,False,False
2023,3,2023-02-25,2023-03-02,bihar,aurangabad,reported in same week,6,0,,measles,False,False
2023,3,2022-12-03,,gujarat,bhavnagar,reported late,559,0,,food poisoning,False,False
2023,3,2022-12-20,,jharkhand,lohardaga,reported late,13,0,,fever with rash,False,False
2023,3,2023-02-14,2023-02-19,karnataka,yadgir,reported in same week,93,3,,acute diarrheal disease,False,False
2023,3,2023-01-21,2023-01-25,karnataka,hassan,reported in same week,1,1,,human rabies,False,False
2023,3,2022-12-17,,karnataka,udupi,reported late,1,1,,japanese encephalitis,False,False
2023,3,2023-03-04,2023-03-09,kerala,malappuram,reported in same week,52,0,,cholera,False,False
2023,3,2022-12-24,,kerala,palakkad,reported late,1,1,,japanese encephalitis,False,False
2023,3,2022-11-22,,kerala,kannur,reported late,1,1,,leishmaniasis,False,False
2023,3,2023-02-24,2023-03-01,maharashtra,ahmednagar,reported in same week,120,0,,fever,False,False
2023,3,2022-12-30,,maharashtra,aurangabad,reported late,14,0,,measles,False,False
2023,3,2023-03-15,2023-03-20,odisha,sundargarh,reported in same week,75,0,,hepatitis a and e,False,False
2023,3,2023-01-15,2023-01-19,punjab,s.a.s nagar,reported in same week,32,0,,acute diarrheal disease,False,False
2023,3,2023-01-01,,tripura,south tripura,reported late,147,0,,acute diarrheal disease,False,False
2023,3,2023-01-09,,uttar pradesh,jhansi,reported late,11,0,,chickenpox,False,False
2023,3,2023-01-05,,uttar pradesh,faizabad,reported late,10,0,,measles,False,False
2023,3,2023-01-03,,uttar pradesh,bhadohi,reported late,17,0,,measles,False,False
2023,3,2023-01-01,,uttar pradesh,pratapgarh,reported late,18,0,,chickenpox,False,False
2023,2,2022-12-28,2023-01-05,jharkhand,giridih,reported in same week,34,4,,measles,False,False
2023,2,2023-02-04,2023-02-09,karnataka,tumakuru,reported in same week,13,0,,chickenpox,False,False
2023,2,2023-03-02,2023-03-09,kerala,thrissur,reported in same week,220,0,,adenovirus,False,False
2023,2,2023-02-11,2023-02-20,kerala,ernakulam,reported in same week,105,0,,food poisoning,False,False
2023,2,2023-02-01,2023-02-07,kerala,kasaragod,reported in same week,165,0,,food poisoning,False,False
2023,2,2023-02-01,2023-02-07,kerala,kasaragod,reported in same week,123,0,,food poisoning,False,False
2023,2,2023-01-24,2023-01-30,kerala,wayanad,reported in same week,98,0,,acute diarrheal disease,False,False
2023,2,2023-01-14,2023-01-19,kerala,kannur,reported in same week,63,0,,food poisoning,False,False
2023,2,2023-01-05,2023-01-11,kerala,kannur,reported in same week,16,0,,food poisoning,False,False
2023,2,2023-01-04,2023-01-10,kerala,ernakulam,reported in same week,73,0,,acute diarrheal disease,False,False
2023,2,2023-01-03,2023-01-11,kerala,malappuram,reported in same week,54,0,,food poisoning,False,False
2023,2,2023-01-01,,kerala,kozhikode,reported late,64,0,,measles,False,False
2023,2,2022-12-08,,maharashtra,pune,reported late,8,0,,measles and rubella,False,False
2023,2,2023-01-27,2023-02-01,uttar pradesh,nan,reported in same week,24,0,,chickenpox,False,False
2023,2,2023-01-21,2023-01-27,uttar pradesh,pilibhit,reported in same week,25,0,,acute diarrheal disease,False,False
2023,2,2022-12-29,2023-01-05,uttar pradesh,fatehpur,reported in same week,29,0,,measles,False,False
2023,2,2022-12-05,,uttar pradesh,kaushambi,reported late,5,0,,measles,False,False
2023,2,2023-02-21,2023-02-26,uttarakhand,pithoragarh,reported in same week,56,0,,hepatitis a,False,False
2023,2,2022-12-18,,west bengal,purba bardhaman,reported late,5,0,,measles,False,False
2023,1,2022-12-17,,assam,goalpara,reported late,19,0,,chickenpox,False,False
2023,1,2022-12-16,,bihar,bhojpur,reported late,23,0,,chickenpox,False,False
2023,1,2022-12-08,,bihar,madhubani,reported late,20,0,,chickenpox,False,False
2023,1,2023-01-25,2023-02-06,chhattisgarh,baloda bazar,reported in same week,21,0,,chickenpox,False,False
2023,1,2023-01-21,2023-01-30,chhattisgarh,baloda bazar,reported in same week,52,0,,chickenpox,False,False
2023,1,2022-11-19,,gujarat,surat,reported late,12,0,,measles,False,False
2023,1,2022-10-15,,gujarat,junagadh,reported late,12,0,,measles,False,False
2023,1,2022-12-14,,jharkhand,simdega,reported late,12,0,,chickenpox,False,False
2023,1,2023-01-19,2023-01-31,karnataka,bengaluru rural,reported in same week,44,0,,acute diarrheal disease,False,False
2023,1,2023-02-04,2023-02-15,kerala,thrissur,reported in same week,11,0,,chickenpox,False,False
2023,1,2023-01-26,2023-02-16,kerala,palakkad,reported in same week,19,0,,chickenpox,False,False
2023,1,2023-01-26,2023-02-09,kerala,palakkad,reported in same week,23,0,,h3n2,False,False
2023,1,2023-01-21,2023-01-31,kerala,malappuram,reported in same week,20,0,,food poisoning,False,False
2023,1,2023-01-13,2023-01-25,kerala,ernakulam,reported in same week,73,0,,food poisoning (nandovirus),False,False
2023,1,2022-11-25,2023-01-06,kerala,malappuram,reported in same week,2,0,,monkey pox,False,False
2023,1,2022-11-14,2023-01-06,kerala,malappuram,reported in same week,58,0,,measles,False,False
2023,1,2022-11-11,2023-01-06,kerala,malappuram,reported in same week,49,0,,hepatitis a,False,False
2023,1,2022-11-08,,madhya pradesh,bhind,reported late,118,0,,chikungunya,False,False
2023,1,2022-10-21,,madhya pradesh,gwalior,reported late,2,1,,diphtheria,False,False
2023,1,2022-12-16,,maharashtra,amravati,reported late,44,0,,acute diarrheal disease,False,False
2023,1,2022-09-21,,maharashtra,thane,reported late,3,1,,dengue,False,False
2023,1,2022-12-16,,meghalaya,east khasi hills,reported late,31,0,,acute diarrheal disease,False,False
2023,1,2022-10-15,,meghalaya,south garo hills,reported late,33,0,,dengue,False,False
2023,1,2022-12-01,,mizoram,serchhip,reported late,22,0,,food poisoning,False,False
2023,1,2023-01-19,2023-01-30,odisha,cuttack,reported in same week,220,0,,food poisoning,False,False
2023,1,2023-01-22,2023-02-03,rajasthan,alwar,reported in same week,30,0,,measles,False,False
2023,1,2023-01-19,2023-02-03,rajasthan,alwar,reported in same week,32,0,,measles,False,False
2023,1,2023-01-05,2023-02-07,uttar pradesh,mirzapur,reported in same week,16,0,,jatropha seeds poisoning,False,False
2023,1,2022-12-14,,uttar pradesh,pratapgarh,reported late,27,0,,measles,False,False
2023,1,2022-12-06,,uttar pradesh,farrukhabad,reported late,19,0,,measles,False,False
2023,1,2022-11-23,,uttar pradesh,bhadohi,reported late,21,0,,measles,False,False
2023,1,2022-11-09,,uttar pradesh,pilibhit,reported late,53,0,,leishmaniasis,False,False
2022,52,2022-12-19,2022-12-20,chhattisgarh,balod,reported in same week,15,0,,acute diarrheal disease,False,False
2022,52,2021-12-10,,chhattisgarh,balod,reported late,2,0,,scrub typhus,False,False
2022,52,2022-12-03,2022-12-20,haryana,panipat,reported in same week,7,0,,measles,False,False
2022,52,2022-12-26,2022-12-28,karnataka,shivamogga,reported in same week,25,0,,food poisoning,False,False
2022,52,2022-12-26,2022-12-26,karnataka,tumakuru,reported in same week,25,0,,fever and upper respiratory tract infection (urti),True,False
2022,52,2022-12-25,2022-12-29,karnataka,tumakuru,reported in same week,12,0,,chickenpox,False,False
2022,52,2022-12-24,2022-12-30,karnataka,chikkamagaluru,reported in same week,15,0,,fever,False,False
2022,52,2022-12-19,2022-12-20,karnataka,mandya,reported in same week,37,0,,chickenpox,False,False
2022,52,2022-12-19,2022-12-20,karnataka,koppal,reported in same week,20,0,,food poisoning,False,False
2022,52,2022-12-19,2022-12-20,karnataka,davangere,reported in same week,1,1,,leishmaniasis,False,False
2022,52,2022-12-15,2022-12-20,karnataka,tumakuru,reported in same week,80,0,,food poisoning,False,False
2022,52,2022-12-10,2022-12-22,karnataka,tumakuru,reported in same week,16,0,,fever and upper respiratory tract infection (urti),True,False
2022,52,2022-11-24,2022-12-20,karnataka,dakshina kannada,reported in same week,1,1,,leishmaniasis,False,False
2022,52,2022-12-29,2023-01-02,kerala,pathanamthitta,reported in same week,23,0,,food poisoning,False,False
2022,52,2022-12-26,2022-12-26,kerala,ernakulam,reported in same week,16,0,,food poisoning,False,False
2022,52,2022-12-19,2022-12-20,kerala,kannur,reported in same week,37,0,,food poisoning,False,False
2022,52,2022-12-18,2022-12-26,kerala,ernakulam,reported in same week,23,0,,food poisoning,False,False
2022,52,2022-12-05,2022-12-27,kerala,thrissur,reported in same week,22,0,,gastroenteritis,False,False
2022,52,2022-12-28,2022-12-28,maharashtra,kohlapur,reported in same week,44,0,,acute diarrheal disease,False,False
2022,52,2022-12-25,2022-12-26,telangana,adilabad,reported in same week,35,0,,acute diarrheal disease,False,False
2022,52,2022-12-17,2022-12-19,telangana,nirmal,reported in same week,16,0,,acute diarrheal disease,False,False
2022,51,2022-12-19,2022-12-20,chhattisgarh,balod,reported in same week,15,0,,acute diarrheal disease,False,False
2022,51,2022-11-01,,gujarat,surat,reported late,15,0,,measles,False,False
2022,51,2022-12-03,2022-12-20,haryana,panipat,reported in same week,7,0,,measles,False,False
2022,51,2022-12-19,2022-12-20,karnataka,mandya,reported in same week,37,0,,chickenpox,False,False
2022,51,2022-12-19,2022-12-20,karnataka,koppal,reported in same week,20,0,,food poisoning,False,False
2022,51,2022-12-19,2022-12-20,karnataka,davangere,reported in same week,1,1,,leishmaniasis,False,False
2022,51,2022-12-15,2022-12-20,karnataka,tumakuru,reported in same week,80,0,,food poisoning,False,False
2022,51,2022-12-10,2022-12-22,karnataka,tumakuru,reported in same week,16,0,,fever and upper respiratory tract infection (urti),True,False
2022,51,2022-11-24,2022-12-20,karnataka,dakshina kannada,reported in same week,1,0,,leishmaniasis,False,False
2022,51,2022-12-19,2022-12-20,kerala,kannur,reported in same week,37,0,,food poisoning,False,False
2022,51,2022-12-18,2022-12-26,kerala,ernakulam,reported in same week,23,0,,food poisoning,False,False
2022,51,2022-12-05,2022-12-27,kerala,thrissur,reported in same week,22,0,,gastroenteritis,False,False
